期次,开奖日期,前区1,前区2,前区3,前区4,前区5,后区1,后区2,销售额,奖池金额
25115,2025-10-11,03,12,14,21,35,01,05,"330,363,634","1,188,143,074.80"
25114,2025-10-08,03,08,09,12,16,01,05,"286,469,363","1,144,042,317.89"
25113,2025-10-06,01,14,18,28,35,02,03,"302,539,540","1,174,480,897.69"
25112,2025-09-29,03,04,21,23,24,09,12,"319,054,991","1,222,244,291.60"
25111,2025-09-27,02,09,14,21,26,02,12,"331,165,537","1,227,497,634.04"
25110,2025-09-24,01,15,22,30,31,02,08,"299,730,589","1,216,735,503.10"
25109,2025-09-22,04,08,10,13,26,09,10,"313,350,591","1,212,757,053.28"
25108,2025-09-20,14,18,21,24,29,03,06,"341,209,503","1,188,449,971.10"
25107,2025-09-17,05,07,08,15,33,06,10,"314,311,008","1,185,080,983.75"
25106,2025-09-15,05,06,11,26,29,05,10,"314,630,148","1,199,200,033.49"
25105,2025-09-13,15,16,25,28,34,10,12,"341,440,186","1,251,025,275.38"
25104,2025-09-10,02,06,09,22,34,02,08,"315,640,944","1,199,979,893.19"
25103,2025-09-08,05,08,19,32,34,04,05,"310,233,728","1,180,433,357.59"
25102,2025-09-06,09,10,13,26,28,02,04,"336,362,587","1,157,865,480.75"
25101,2025-09-03,05,07,19,26,32,08,09,"307,833,370","1,106,707,324.70"
25100,2025-09-01,26,28,32,34,35,02,07,"313,027,593","1,140,476,606.54"
25099,2025-08-30,06,12,20,26,31,02,04,"333,985,688","1,089,336,924.50"
25098,2025-08-27,01,07,09,10,23,10,12,"308,524,554","1,129,247,143.71"
25097,2025-08-25,05,24,25,32,34,01,09,"310,927,488","1,077,551,661.97"
25096,2025-08-23,02,11,17,22,24,07,09,"332,437,847","1,040,644,815.06"
25095,2025-08-20,07,13,14,19,27,06,10,"305,061,816","1,082,529,387.65"
25094,2025-08-18,04,09,17,30,33,05,09,"307,470,270","1,116,595,093.69"
25093,2025-08-16,01,07,09,16,30,02,05,"330,705,608","1,157,754,344.65"
25092,2025-08-13,04,10,17,25,32,05,07,"305,765,437","1,153,953,579.37"
25091,2025-08-11,01,19,22,25,27,03,10,"307,088,100","1,254,338,103.41"
25090,2025-08-09,06,14,19,22,27,01,04,"331,564,816","1,200,005,188.39"
25089,2025-08-06,02,11,12,32,34,03,10,"301,829,705","1,218,712,702.23"
25088,2025-08-04,08,09,10,11,35,05,11,"298,062,525","1,540,665,716.30"
25087,2025-08-02,05,13,14,16,20,03,08,"315,319,154","1,579,681,545.27"
25086,2025-07-30,02,06,23,24,33,01,10,"295,578,823","1,646,600,667.94"
25085,2025-07-28,02,05,09,14,33,04,09,"294,227,352","1,595,323,742.79"
25084,2025-07-26,09,11,13,18,29,04,11,"315,027,700","1,790,261,423.50"
25083,2025-07-23,12,17,18,20,34,02,05,"296,169,217","1,769,075,337.06"
25082,2025-07-21,02,03,04,12,26,01,08,"296,090,839","1,735,099,174.42"
25081,2025-07-19,01,04,06,15,18,02,03,"321,712,458","1,745,616,944.75"
25080,2025-07-16,09,10,18,22,24,03,12,"299,028,201","1,723,670,049.40"
25079,2025-07-14,02,14,32,34,35,05,11,"300,459,382","1,685,844,586.78"
25078,2025-07-12,07,10,15,21,24,05,06,"322,049,886","1,653,989,426.98"
25077,2025-07-09,12,14,16,19,28,01,04,"302,633,813","1,664,896,849.85"
25076,2025-07-07,11,18,22,25,29,04,12,"306,337,461","1,612,133,474.72"
25075,2025-07-05,08,12,16,19,35,06,09,"327,099,927","1,627,185,578.63"
25074,2025-07-02,02,11,15,18,21,05,10,"304,472,528","1,661,629,014.25"
25073,2025-06-30,01,04,17,33,34,03,09,"306,793,454","1,695,259,566.21"
25072,2025-06-28,04,07,15,24,29,01,04,"337,329,044","1,739,661,640.72"
25071,2025-06-25,01,08,25,31,33,05,11,"313,848,778","1,743,326,978.40"
25070,2025-06-23,08,09,15,20,22,04,12,"312,961,169","1,718,532,211.45"
25069,2025-06-21,04,06,07,33,34,09,10,"338,663,590","1,677,561,945.36"
25068,2025-06-18,01,04,17,20,22,04,10,"318,966,997","1,628,402,089.96"
25067,2025-06-16,06,10,12,21,22,01,06,"321,766,533","1,588,528,359.21"
25066,2025-06-14,15,18,27,28,34,03,06,"339,059,066","1,579,075,869.30"
25065,2025-06-11,07,25,32,33,35,04,09,"322,427,160","1,539,171,327.57"
25064,2025-06-09,05,10,18,20,34,01,08,"328,463,659","1,534,694,449.82"
25063,2025-06-07,05,18,26,29,32,07,10,"353,640,087","1,482,278,557.25"
25062,2025-06-04,14,20,27,28,29,06,10,"331,453,922","1,525,360,041.11"
25061,2025-06-02,02,11,16,23,28,05,10,"326,041,766","1,489,857,621.12"
25060,2025-05-31,12,14,19,33,34,01,07,"344,759,819","1,530,054,632.82"
25059,2025-05-28,03,09,10,11,26,01,02,"330,253,002","1,472,810,541.70"
25058,2025-05-26,06,11,15,21,23,01,07,"337,041,717","1,457,374,217.14"
25057,2025-05-24,09,10,11,12,29,01,10,"379,533,383","1,415,654,588.90"
25056,2025-05-21,12,15,28,29,32,08,11,"354,948,673","1,375,155,244.52"
25055,2025-05-19,08,10,25,29,30,01,02,"373,248,241","1,329,842,896.50"
25054,2025-05-17,03,12,16,21,29,01,02,"400,498,726","1,305,673,257.89"
25053,2025-05-14,14,23,29,30,33,06,12,"378,116,432","1,281,475,209.81"
25052,2025-05-12,02,04,11,29,30,02,08,"384,489,687","1,261,675,356.80"
25051,2025-05-10,02,04,13,29,31,05,12,"402,596,942","1,208,341,380.13"
25050,2025-05-07,15,18,20,21,34,04,10,"380,353,203","1,220,697,850"
25049,2025-05-05,09,20,22,29,34,03,08,"350,534,405","1,233,463,084.71"
25048,2025-05-03,02,06,17,23,35,06,11,"364,105,069","1,258,998,703.94"
25047,2025-04-30,03,10,11,12,21,02,03,"367,385,544","1,202,271,493.27"
25046,2025-04-28,04,10,15,20,34,04,07,"367,246,953","1,213,336,580.15"
25045,2025-04-26,08,11,21,23,27,03,08,"394,950,774","1,207,089,477.91"
25044,2025-04-23,15,17,21,22,26,02,08,"368,611,600","1,237,807,812.52"
25043,2025-04-21,03,16,20,21,27,09,11,"362,168,053","1,212,466,180"
25042,2025-04-19,06,08,11,18,20,05,11,"391,234,678","1,157,421,361.54"
25041,2025-04-16,03,04,21,22,27,05,11,"372,136,085","1,110,680,827.71"
25040,2025-04-14,02,08,16,31,32,04,12,"365,388,846","1,147,506,477.45"
25039,2025-04-12,03,07,14,15,19,06,10,"380,283,087","1,128,975,871.01"
25038,2025-04-09,07,08,20,26,34,08,09,"367,355,129","1,098,668,135.56"
25037,2025-04-07,05,20,23,27,31,04,06,"302,429,281","1,078,059,212.16"
25036,2025-04-05,04,07,13,27,30,02,06,"303,323,074","1,044,099,471.36"
25035,2025-04-02,22,25,28,29,30,04,08,"290,834,566","1,034,539,140.28"
25034,2025-03-31,04,15,22,28,33,06,08,"291,102,580","1,046,884,586.45"
25033,2025-03-29,01,02,08,10,33,10,12,"312,033,249","1,132,503,712.27"
25032,2025-03-26,12,22,25,27,28,01,02,"303,333,312","1,094,382,586.20"
25031,2025-03-24,14,18,20,25,35,01,07,"311,643,171","1,024,377,872.55"
25030,2025-03-22,03,09,14,24,28,06,07,"338,162,194","995,094,280.09"
25029,2025-03-19,05,09,26,31,33,03,10,"314,474,524","1,043,234,947.87"
25028,2025-03-17,06,08,20,25,29,03,07,"313,737,340","1,006,966,152.10"
25027,2025-03-15,03,06,11,13,20,01,11,"333,487,900","1,035,665,607.65"
25026,2025-03-12,02,03,07,17,30,01,09,"313,696,373","1,039,296,516.67"
25025,2025-03-10,03,06,08,10,25,03,07,"313,678,335","993,864,523.61"
25024,2025-03-08,06,12,13,16,23,05,08,"331,854,703","1,035,953,603.25"
25023,2025-03-05,10,20,22,24,25,09,12,"302,766,777","1,115,584,483.60"
25022,2025-03-03,01,11,13,27,29,04,10,"298,217,183","1,103,298,037.53"
25021,2025-03-01,10,18,25,30,35,03,12,"335,200,766","1,123,599,303.02"
25020,2025-02-26,01,09,12,22,29,05,09,"300,087,089","1,132,471,892.25"
25019,2025-02-24,07,08,11,18,23,03,11,"296,357,549","1,159,248,699.24"
25018,2025-02-22,01,07,09,20,28,01,04,"314,802,603","1,191,928,481.52"
25017,2025-02-19,10,12,26,28,31,03,10,"288,044,955","1,260,507,193.99"
25016,2025-02-17,05,07,12,20,29,08,12,"288,272,949","1,212,239,218.29"
25015,2025-02-15,07,10,24,31,35,01,08,"314,676,590","1,290,950,588.69"
25014,2025-02-12,05,19,22,29,35,02,10,"289,867,311","1,278,086,019.59"
25013,2025-02-10,14,16,18,20,35,02,05,"289,136,668","1,260,404,089.53"
25012,2025-02-08,02,18,19,21,25,02,11,"358,739,098","1,240,397,718.82"
25011,2025-01-25,03,06,07,11,27,02,08,"373,437,138","1,183,329,141.76"
25010,2025-01-22,05,21,28,30,32,07,12,"314,170,042","1,197,169,901.83"
25009,2025-01-20,03,19,21,30,32,06,09,"308,814,993","1,207,630,140.08"
25008,2025-01-18,01,05,07,13,35,05,12,"336,989,378","1,208,994,728.86"
25007,2025-01-15,15,22,23,25,31,01,09,"311,942,681","1,221,403,982.49"
25006,2025-01-13,03,04,13,19,35,03,10,"315,397,229","1,157,222,668.51"
25005,2025-01-11,05,06,08,31,32,09,11,"313,119,385","1,135,025,880.19"
25004,2025-01-08,02,05,09,13,33,01,07,"294,103,605","1,149,680,405.57"
25003,2025-01-06,10,25,30,32,34,04,10,"302,634,553","1,125,887,685.14"
25002,2025-01-04,19,21,22,28,32,06,09,"328,380,460","1,059,802,299.68"
25001,2025-01-01,05,08,16,17,27,04,07,"300,925,149","1,083,648,909.37"
24152,2024-12-30,01,02,07,08,31,02,10,"303,398,169","1,125,809,265.73"
24151,2024-12-28,05,12,17,19,35,10,11,"315,044,922","1,100,535,289.14"
24150,2024-12-25,04,11,23,25,34,05,07,"294,938,543","1,082,499,928.15"
24149,2024-12-23,02,05,16,18,22,07,09,"293,475,449","1,046,459,747.02"
24148,2024-12-21,06,09,20,32,35,08,11,"319,089,575","1,027,404,435.51"
24147,2024-12-18,12,18,21,22,31,01,07,"297,698,975","981,658,901.04"
24146,2024-12-16,05,20,21,22,32,03,04,"296,215,559","912,659,139.49"
24145,2024-12-14,01,06,09,22,24,01,03,"320,626,163","931,270,188.40"
24144,2024-12-11,06,07,08,21,30,01,05,"298,735,511","901,592,546.70"
24143,2024-12-09,16,20,22,24,31,04,05,"299,228,472","887,487,585.30"
24142,2024-12-07,08,21,24,33,34,03,10,"327,282,822","908,929,975.14"
24141,2024-12-04,02,06,07,16,20,02,11,"302,351,348","966,806,148.16"
24140,2024-12-02,03,06,15,23,31,01,12,"313,586,274","992,732,460.61"
24139,2024-11-30,05,12,20,23,24,05,07,"346,398,503","965,113,949.19"
24138,2024-11-27,05,17,20,28,34,04,09,"314,640,260","1,009,101,191.78"
24137,2024-11-25,08,15,16,17,21,02,05,"314,223,012","987,311,038.71"
24136,2024-11-23,01,17,20,29,34,07,08,"339,548,742","975,020,596.72"
24135,2024-11-20,06,08,22,24,30,03,08,"312,278,951","908,783,183.33"
24134,2024-11-18,01,04,07,13,33,05,06,"315,446,181","961,163,598.85"
24133,2024-11-16,08,10,14,22,29,04,06,"340,137,954","939,926,813.87"
24132,2024-11-13,05,06,10,16,31,06,09,"313,339,293","940,646,991.55"
24131,2024-11-11,02,03,04,21,26,02,03,"314,078,746","955,783,254.75"
24130,2024-11-09,11,21,25,31,32,04,10,"324,915,160","986,242,258.80"
24129,2024-11-06,07,19,30,31,34,05,07,"293,942,499","998,345,494.65"
24128,2024-11-04,03,07,10,29,31,01,03,"295,772,015","966,301,155.53"
24127,2024-11-02,02,03,10,16,28,07,10,"320,316,369","924,642,774"
24126,2024-10-30,02,10,17,28,34,07,08,"294,045,224","905,005,034.37"
24125,2024-10-28,10,14,19,24,26,01,10,"287,673,530","892,379,302.56"
24124,2024-10-26,02,03,07,10,25,01,11,"305,128,586","858,545,810.99"
24123,2024-10-23,03,09,16,30,31,08,09,"283,405,074","852,251,926.42"
24122,2024-10-21,05,06,09,15,17,03,10,"280,871,730","873,167,406.47"
24121,2024-10-19,07,15,18,24,33,04,05,"292,563,058","853,826,236.46"
24120,2024-10-16,04,12,17,23,27,02,08,"280,844,941","921,780,534.30"
24119,2024-10-14,06,12,28,30,33,02,07,"278,151,059","940,710,313.19"
24118,2024-10-12,01,03,09,16,19,05,11,"300,619,285","958,387,739.50"
24117,2024-10-09,02,10,22,26,28,02,04,"279,087,954","1,025,830,819.20"
24116,2024-10-07,01,03,06,16,25,01,11,"263,019,108","1,040,962,747.71"
24115,2024-10-05,03,04,12,19,24,08,12,"243,348,471","988,785,696.73"
24114,2024-09-30,12,27,30,34,35,05,11,"290,854,587","1,038,006,419.91"
24113,2024-09-28,16,18,25,26,33,04,08,"317,006,955","1,008,302,191.46"
24112,2024-09-25,05,15,24,31,34,03,10,"283,593,275","1,014,832,820.56"
24111,2024-09-23,03,09,19,27,30,07,11,"280,484,335","966,755,237.55"
24110,2024-09-21,01,07,08,18,28,04,12,"307,601,707","1,060,908,945.59"
24109,2024-09-18,12,23,26,27,28,03,11,"282,500,167","1,040,316,851.57"
24108,2024-09-16,16,17,21,31,34,03,08,"270,720,268","1,012,698,647.94"
24107,2024-09-14,06,14,16,18,34,03,10,"303,292,855","1,030,077,351.37"
24106,2024-09-11,05,11,19,22,29,02,12,"283,352,466","1,014,306,626.79"
24105,2024-09-09,14,20,21,28,32,09,11,"281,222,334","1,064,900,748.85"
24104,2024-09-07,01,04,09,13,17,06,09,"303,918,306","1,026,470,045.30"
24103,2024-09-04,19,21,29,32,33,06,08,"285,358,461","1,003,149,772.05"
24102,2024-09-02,01,05,09,14,20,05,11,"286,610,488","991,319,514.56"
24101,2024-08-31,16,19,22,27,35,06,10,"296,382,861","960,205,928.05"
24100,2024-08-28,02,12,19,22,32,05,11,"278,077,493","894,146,459.08"
24099,2024-08-26,04,10,24,31,35,05,08,"276,604,624","911,074,907.44"
24098,2024-08-24,03,10,15,19,29,09,10,"298,358,972","904,522,393.45"
24097,2024-08-21,07,11,12,14,19,02,08,"275,862,263","925,914,937.69"
24096,2024-08-19,02,03,23,27,31,01,10,"274,611,467","928,765,334.97"
24095,2024-08-17,01,07,19,26,27,03,05,"292,394,451","942,654,791.88"
24094,2024-08-14,12,13,24,29,31,02,08,"268,381,009","921,004,006.21"
24093,2024-08-12,16,24,26,28,29,08,12,"267,469,695","933,160,955.97"
24092,2024-08-10,02,04,25,26,31,01,06,"291,452,049","896,954,081.44"
24091,2024-08-07,01,08,11,17,21,01,02,"275,909,984","853,175,802.71"
24090,2024-08-05,02,03,06,28,33,07,11,"272,808,891","871,435,469.91"
24089,2024-08-03,05,06,29,30,34,07,08,"295,210,405","883,749,233.07"
24088,2024-07-31,01,02,23,28,32,03,05,"275,758,279","936,027,718.90"
24087,2024-07-29,07,10,20,28,34,05,10,"270,914,474","878,620,335.97"
24086,2024-07-27,11,12,14,22,28,07,11,"289,812,124","894,351,076.34"
24085,2024-07-24,02,09,16,29,35,01,06,"272,997,715","884,649,054.75"
24084,2024-07-22,04,11,16,17,23,05,10,"273,725,306","843,256,869.08"
24083,2024-07-20,09,11,12,13,30,07,09,"286,958,348","862,133,985.90"
24082,2024-07-17,08,21,23,24,26,04,05,"267,432,531","1,063,036,330.75"
24081,2024-07-15,14,15,25,27,34,01,10,"272,829,311","1,046,747,917.20"
24080,2024-07-13,03,05,24,27,28,09,11,"291,094,012","1,020,105,407.54"
24079,2024-07-10,03,08,17,18,23,06,11,"268,730,382","991,691,070.55"
24078,2024-07-08,05,07,10,14,15,04,07,"268,900,803","1,008,923,163.54"
24077,2024-07-06,01,03,25,26,29,06,12,"290,800,928","1,038,326,614.77"
24076,2024-07-03,01,06,22,27,35,07,12,"267,258,235","1,020,815,446.49"
24075,2024-07-01,08,17,26,28,32,01,10,"271,990,488","1,018,960,254.67"
24074,2024-06-29,02,10,11,21,27,09,11,"299,903,507","982,548,557.16"
24073,2024-06-26,07,09,12,21,23,05,09,"274,592,514","975,514,513.98"
24072,2024-06-24,04,17,21,23,32,01,06,"277,834,690","983,268,733.83"
24071,2024-06-22,06,10,15,34,35,02,10,"299,309,419","915,626,815.51"
24070,2024-06-19,04,20,21,32,34,02,09,"285,815,574","853,967,599.07"
24069,2024-06-17,07,09,16,20,24,03,07,"283,229,251","861,827,969.99"
24068,2024-06-15,15,20,31,32,33,05,10,"309,548,443","856,579,360.56"
24067,2024-06-12,03,11,14,20,22,06,09,"284,089,108","887,419,661.98"
24066,2024-06-10,13,19,20,24,25,06,07,"273,100,690","913,263,901.96"
24065,2024-06-08,05,10,18,26,27,03,06,"309,719,434","921,687,696.24"
24064,2024-06-05,05,12,21,32,33,08,09,"288,277,616","962,849,743.70"
24063,2024-06-03,07,12,16,33,34,01,03,"292,831,289","973,735,264.26"
24062,2024-06-01,05,14,15,16,33,03,05,"315,884,493","1,026,874,292.01"
24061,2024-05-29,01,12,19,31,33,05,08,"299,445,616","1,010,655,904.29"
24060,2024-05-27,03,21,25,28,30,01,12,"296,628,686","972,277,348.85"
24059,2024-05-25,17,18,20,25,31,03,12,"324,880,212","931,975,708.26"
24058,2024-05-22,06,10,13,20,32,01,02,"309,602,010","870,850,888.73"
24057,2024-05-20,09,25,30,33,34,03,09,"318,410,232","800,308,581.91"
24056,2024-05-18,16,17,18,27,35,06,12,"336,018,142","843,912,893.08"
24055,2024-05-15,07,17,22,30,34,05,07,"317,431,264","863,670,781"
24054,2024-05-13,05,06,09,11,22,01,03,"320,575,371","832,891,426.70"
24053,2024-05-11,01,07,19,20,35,03,09,"336,156,975","830,363,706.30"
24052,2024-05-08,02,03,13,22,34,04,08,"310,107,521","889,972,405.33"
24051,2024-05-06,05,21,22,23,29,01,02,"315,085,775","873,151,022"
24050,2024-05-04,03,04,14,18,26,07,09,"317,239,170","815,223,577.79"
24049,2024-05-01,04,06,09,10,22,01,08,"314,130,981","797,733,182.88"
24048,2024-04-29,12,18,21,26,28,08,09,"334,634,953","778,092,485.18"
24047,2024-04-27,11,19,21,26,35,10,11,"359,497,689","778,752,831.34"
24046,2024-04-24,06,12,17,29,30,07,11,"339,369,342","719,960,456.50"
24045,2024-04-22,09,10,14,31,32,03,08,"340,035,744","849,701,016.78"
24044,2024-04-20,03,13,15,17,22,06,10,"363,290,238","899,843,308.50"
24043,2024-04-17,03,04,08,14,27,05,07,"337,646,989","913,546,495.84"
24042,2024-04-15,01,08,15,23,35,05,12,"347,841,577","922,909,347.14"
24041,2024-04-13,06,08,14,16,28,03,05,"370,223,535","876,124,218.61"
24040,2024-04-10,05,12,16,29,30,03,06,"350,033,896","907,166,366.81"
24039,2024-04-08,03,10,11,20,22,06,10,"349,193,612","931,378,506.68"
24038,2024-04-06,15,22,24,25,29,01,05,"364,876,225","911,253,519.57"
24037,2024-04-03,17,19,20,29,35,07,11,"343,086,982","927,354,950.97"
24036,2024-04-01,02,05,11,32,34,06,10,"353,073,460","918,965,534.95"
24035,2024-03-30,05,13,17,29,33,05,12,"382,184,067","926,324,125.14"
24034,2024-03-27,23,26,27,29,33,05,08,"359,904,179","912,961,631.03"
24033,2024-03-25,04,08,10,11,15,07,09,"356,750,334","921,716,263.22"
24032,2024-03-23,05,15,26,33,35,01,09,"390,395,258","891,308,930.67"
24031,2024-03-20,09,12,15,30,34,05,06,"372,883,742","863,917,070.56"
24030,2024-03-18,08,09,11,19,30,06,12,"368,415,603","802,701,826.27"
24029,2024-03-16,04,19,24,28,34,04,05,"321,907,209","815,798,946.40"
24028,2024-03-13,13,18,20,26,28,04,08,"290,304,264","793,751,297.20"
24027,2024-03-11,08,09,16,22,23,07,09,"294,174,414","797,510,013.27"
24026,2024-03-09,01,18,21,26,33,02,12,"309,482,982","855,790,631.47"
24025,2024-03-06,01,02,08,18,27,04,08,"287,737,493","803,788,990.65"
24024,2024-03-04,03,05,12,17,26,01,12,"288,745,840","755,385,806.93"
24023,2024-03-02,08,10,12,14,22,05,09,"310,377,214","732,529,067.80"
24022,2024-02-28,07,09,11,31,32,04,08,"285,993,558","722,283,850.98"
24021,2024-02-26,01,12,16,20,28,07,09,"282,070,714","717,631,060"
24020,2024-02-24,02,04,08,19,26,02,06,"294,279,472","878,719,861.04"
24019,2024-02-21,19,20,26,29,30,03,04,"269,021,669","871,199,740.84"
24018,2024-02-19,04,12,19,25,27,01,09,"298,212,980","900,623,259.85"
24017,2024-02-07,03,07,25,27,35,01,04,"347,010,224","914,830,111.39"
24016,2024-02-05,15,18,25,27,29,06,11,"291,609,488","836,640,938.18"
24015,2024-02-03,08,11,14,24,31,05,06,"293,435,107","832,704,685.87"
24014,2024-01-31,04,05,16,21,31,09,11,"277,054,139","899,112,802.19"
24013,2024-01-29,05,22,25,28,30,03,12,"273,865,726","867,748,199.06"
24012,2024-01-27,21,22,25,26,34,01,09,"302,400,695","906,728,561.85"
24011,2024-01-24,01,03,27,32,34,01,07,"278,088,460","826,914,378.92"
24010,2024-01-22,02,08,10,15,27,02,08,"277,288,880","823,023,677.61"
24009,2024-01-20,15,18,19,24,26,05,09,"310,609,197","855,885,855.27"
24008,2024-01-17,04,06,11,20,30,03,05,"290,297,440","813,246,230.28"
24007,2024-01-15,04,05,28,34,35,04,11,"295,347,811","831,890,342.51"
24006,2024-01-13,08,13,16,17,33,02,10,"317,993,801","881,907,619.04"
24005,2024-01-10,03,05,07,09,12,05,08,"296,118,578","891,647,287.70"
24004,2024-01-08,02,06,18,19,27,08,09,"293,740,320","966,373,899.80"
24003,2024-01-06,07,09,12,23,29,01,02,"316,688,194","1,033,378,430.70"
24002,2024-01-03,01,06,08,27,32,03,04,"287,934,747","1,075,477,263.08"
24001,2024-01-01,03,09,17,26,35,02,07,"288,568,779","1,097,128,760.99"
23150,2023-12-30,05,06,17,18,33,11,12,"314,687,875","1,123,526,130.91"
23149,2023-12-27,01,16,17,21,29,01,06,"287,474,518","1,103,823,972.69"
23148,2023-12-25,11,12,20,21,27,02,12,"288,709,459","1,124,396,079.82"
23147,2023-12-23,06,07,19,33,34,03,08,"300,086,203","1,139,271,874.99"
23146,2023-12-20,14,18,19,26,31,02,07,"283,511,398","1,149,841,280.50"
23145,2023-12-18,06,10,12,32,33,06,07,"281,788,090","1,141,903,902.28"
23144,2023-12-16,05,14,18,25,35,01,10,"305,447,538","1,134,916,198.28"
23143,2023-12-13,09,20,23,29,33,02,10,"290,282,263","1,127,826,661.86"
23142,2023-12-11,04,13,15,17,32,10,12,"294,429,085","1,083,472,752.94"
23141,2023-12-09,04,22,25,30,31,04,05,"326,977,354","1,062,646,770.45"
23140,2023-12-06,01,02,09,19,30,01,02,"311,212,097","1,043,730,971.65"
23139,2023-12-04,15,16,25,31,34,05,09,"306,026,254","1,053,823,169.28"
23138,2023-12-02,07,12,20,28,31,09,10,"330,230,586","1,063,005,169.90"
23137,2023-11-29,04,19,21,30,31,06,12,"314,969,674","1,023,516,740.73"
23136,2023-11-27,13,23,27,30,34,06,09,"324,906,521","1,020,724,605.43"
23135,2023-11-25,05,18,22,28,29,09,12,"342,060,398","1,004,596,055"
23134,2023-11-22,10,15,22,27,33,01,12,"326,277,594","1,094,743,540.59"
23133,2023-11-20,10,18,25,28,33,05,11,"316,833,724","1,062,683,066.46"
23132,2023-11-18,03,04,12,15,23,02,06,"335,031,221","1,084,953,128.53"
23131,2023-11-15,03,07,21,22,24,06,07,"311,865,692","1,049,374,830.96"
23130,2023-11-13,13,20,27,29,30,01,07,"307,985,223","1,023,653,096.28"
23129,2023-11-11,09,23,25,27,33,06,12,"330,972,531","996,449,655.95"
23128,2023-11-08,01,05,07,12,13,02,06,"304,299,864","951,297,117.90"
23127,2023-11-06,04,07,08,18,19,02,06,"301,104,265","926,105,316.08"
23126,2023-11-04,07,12,17,26,34,02,06,"333,657,269","901,877,083.90"
23125,2023-11-01,07,25,26,29,32,02,08,"317,245,687","942,573,826.59"
23124,2023-10-30,06,18,23,27,32,06,10,"308,575,993","891,019,556.12"
23123,2023-10-28,02,14,16,28,30,02,07,"325,381,412","865,257,536"
23122,2023-10-25,01,07,09,25,29,10,12,"302,656,130","852,345,166.13"
23121,2023-10-23,05,11,15,23,33,01,09,"305,281,727","828,549,499.24"
23120,2023-10-21,02,08,16,31,34,01,10,"318,242,674","864,940,794.90"
23119,2023-10-18,04,08,10,14,21,04,10,"302,972,888","812,121,301.40"
23118,2023-10-16,06,07,13,25,33,05,08,"298,333,764","800,852,860.91"
23117,2023-10-14,05,07,15,18,20,03,04,"323,243,808","833,842,003.69"
23116,2023-10-11,01,03,09,18,29,04,09,"300,369,085","814,561,509.87"
23115,2023-10-09,07,10,23,31,34,02,10,"292,932,368","840,443,520.61"
23114,2023-10-07,02,25,27,30,35,01,10,"324,479,019","877,911,007.72"
23113,2023-09-30,06,08,30,32,33,03,10,"299,774,264","824,494,855.96"
23112,2023-09-27,01,11,17,22,27,02,09,"294,348,984","843,710,764.94"
23111,2023-09-25,03,12,15,28,35,02,12,"294,847,714","826,081,056.26"
23110,2023-09-23,04,09,11,13,17,07,08,"316,886,671","799,033,238.14"
23109,2023-09-20,01,12,21,22,31,02,09,"300,583,964","769,146,800.78"
23108,2023-09-18,05,06,17,30,32,02,08,"301,547,351","734,949,392.01"
23107,2023-09-16,01,12,15,16,18,03,10,"324,896,606","728,703,279.06"
23106,2023-09-13,16,24,26,28,31,01,06,"300,068,817","663,727,793.85"
23105,2023-09-11,07,08,19,20,25,02,11,"294,104,641","594,852,806.89"
23104,2023-09-09,06,15,16,32,33,08,10,"315,933,686","772,096,221.92"
23103,2023-09-06,08,11,19,31,32,08,11,"294,563,981","920,553,792.80"
23102,2023-09-04,02,04,07,16,33,07,11,"295,396,987","943,721,191.61"
23101,2023-09-02,06,14,16,17,28,07,10,"315,967,170","893,838,613.68"
23100,2023-08-30,04,06,13,19,35,09,11,"286,977,321","888,328,938.21"
23099,2023-08-28,09,11,13,22,23,06,07,"282,172,880","830,398,089.02"
23098,2023-08-26,02,07,15,30,34,05,09,"304,752,327","933,433,567.48"
23097,2023-08-23,06,07,18,20,22,03,09,"283,734,165","958,839,854.22"
23096,2023-08-21,06,07,14,21,31,03,10,"282,075,812","966,376,074.66"
23095,2023-08-19,08,19,28,32,34,03,07,"307,851,614","915,556,976.41"
23094,2023-08-16,12,19,22,28,32,08,12,"285,551,526","867,355,969.44"
23093,2023-08-14,11,14,17,19,21,01,05,"286,169,239","816,338,505.60"
23092,2023-08-12,03,16,21,26,32,03,12,"306,558,540","795,974,256.08"
23091,2023-08-09,06,16,18,28,29,07,11,"289,311,919","755,893,826.49"
23090,2023-08-07,08,11,12,19,35,11,12,"280,933,706","762,647,025.01"
23089,2023-08-05,03,12,20,26,35,02,12,"306,682,199","904,845,173.55"
23088,2023-08-02,08,14,16,22,24,09,12,"287,409,545","871,592,817.09"
23087,2023-07-31,03,04,16,19,24,04,05,"286,062,808","895,827,940.12"
23086,2023-07-29,03,11,15,20,35,07,11,"311,653,031","864,979,868.30"
23085,2023-07-26,11,12,26,31,35,05,07,"293,963,316","862,163,414.85"
23084,2023-07-24,03,05,08,24,32,07,08,"290,429,825","809,598,278.97"
23083,2023-07-22,13,15,21,25,32,09,10,"317,082,009","790,074,141"
23082,2023-07-19,02,08,09,15,20,03,09,"299,141,777","827,085,116.17"
23081,2023-07-17,05,06,23,28,35,07,10,"293,496,142","841,378,608.77"
23080,2023-07-15,01,02,09,16,30,01,11,"319,156,762","899,395,409.69"
23079,2023-07-12,06,08,26,29,34,05,08,"297,882,990","860,725,831.35"
23078,2023-07-10,02,03,06,26,27,07,08,"290,049,087","846,788,540.97"
23077,2023-07-08,05,16,18,26,35,03,06,"310,865,876","880,499,424.63"
